id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20487	u,Крысолюд Курука\0	a,	9C	E8	A9	-1
20488	u,Охотник Крысолюдов Курука\0	a,	9C	E8	A9	-1
20489	u,Ртутный Зверь\0	a,	9C	E8	A9	-1
20490	u,Кукла Смерти\0	a,	9C	E8	A9	-1
20491	u,Ужас Склепа\0	a,	9C	E8	A9	-1
20492	u,Охранник Кирунака\0	a,	9C	E8	A9	-1
20494	u,Гончая Турек\0	a,	9C	E8	A9	-1
20495	u,Владыка Орков Турек\0	a,	9C	E8	A9	-1
20496	u,Лучник Орков Турек\0	a,	9C	E8	A9	-1
20497	u,Бандит Орков Турек\0	a,	9C	E8	A9	-1
20498	u,Снабженец Орков Турек\0	a,	9C	E8	A9	-1
20499	u,Пехотинец Орков Турек\0	a,	9C	E8	A9	-1
20500	u,Часовой Орков Турек\0	a,	9C	E8	A9	-1
20501	u,Провидец Орков Турек\0	a,	9C	E8	A9	-1
20502	u,Зеркальная Пума\0	a,	9C	E8	A9	-1
20504	u,Притягивающий Разрушения\0	a,	9C	E8	A9	-1
20505	u,Летучая Мышь Руин\0	a,	9C	E8	A9	-1
20506	u,Бес Руин\0	u,Ожесточенный\0	9C	E8	A9	-1
20507	u,Старший Бес Руин\0	u,Ожесточенный\0	9C	E8	A9	-1
20508	u,Тарантул Хищник\0	a,	9C	E8	A9	-1
20509	u,Споровый Гриб\0	a,	9C	E8	A9	-1
20510	u,Пума\0	a,	9C	E8	A9	-1
20511	u,Вулканический Голем\0	a,	9C	E8	A9	-1
20512	u,Сталкер\0	a,	9C	E8	A9	-1
20513	u,Скелет Рыцарь\0	a,	9C	E8	A9	-1
20514	u,Скелет Щитоносец\0	a,	9C	E8	A9	-1
20515	u,Скелет Пехотинец\0	a,	9C	E8	A9	-1
20516	u,Скелет Часовой\0	a,	9C	E8	A9	-1
20517	u,Скелет Охотник\0	a,	9C	E8	A9	-1
20518	u,Скелет Охотник Стрелок\0	a,	9C	E8	A9	-1
20519	u,Скелет Пикинер\0	a,	9C	E8	A9	-1
20520	u,Капитан Пиратов Утанка\0	a,	9C	E8	A9	-1
20521	u,Базальтовый Голем\0	a,	9C	E8	A9	-1
20522	u,Белый Клык\0	a,	9C	E8	A9	-1
20524	u,Матерый Серый Волк\0	a,	9C	E8	A9	-1
20525	u,Серый Волк\0	a,	9C	E8	A9	-1
20526	u,Обсидиановый Голем\0	a,	9C	E8	A9	-1
20527	u,Большой Снежный Волк\0	a,	9C	E8	A9	-1
20528	u,Лорд Гоблинов\0	a,	9C	E8	A9	-1
20529	u,Молодой Бурый Шакал\0	a,	9C	E8	A9	-1
20530	u,Молодой Рыжий Шакал\0	a,	9C	E8	A9	-1
20531	u,Молодой Степной Шакал\0	a,	9C	E8	A9	-1
20532	u,Бурый Шакал\0	a,	9C	E8	A9	-1
20533	u,Длиннохвостый Шакал\0	a,	9C	E8	A9	-1
20534	u,Рыжий Шакал\0	a,	9C	E8	A9	-1
20535	u,Степной Шакал\0	a,	9C	E8	A9	-1
20536	u,Матерый Бурый Шакал\0	a,	9C	E8	A9	-1
20537	u,Матерый Рыжий Шакал\0	a,	9C	E8	A9	-1
20538	u,Матерый Степной Шакал\0	a,	9C	E8	A9	-1
20539	u,Матерый Длиннохвостый Шакал\0	a,	9C	E8	A9	-1
20540	u,Самоцветный Зверь\0	a,	9C	E8	A9	-1
20541	u,Рудная Летучая Мышь\0	a,	9C	E8	A9	-1
20542	u,Скелет с Длинным Луком\0	a,	9C	E8	A9	-1
20543	u,Призрак\0	a,	9C	E8	A9	-1
20544	u,Матерый Шакал\0	a,	9C	E8	A9	-1
20545	u,Молодой Шакал\0	a,	9C	E8	A9	-1
20546	u,Тетрарх Орк Турек\0	a,	9C	E8	A9	-1
20547	u,Резервист Гноллов\0	a,	9C	E8	A9	-1
20548	u,Дезертир Гноллов\0	a,	9C	E8	A9	-1
20549	u,Лорд Гноллов\0	a,	9C	E8	A9	-1
20550	u,Василиск Стражник\0	a,	9C	E8	A9	-1
20551	u,Придорожный Падальщик\0	a,	9C	E8	A9	-1
20552	u,Пленная Душа\0	a,	9C	E8	A9	-1
20553	u,Вепрь\0	a,	9C	E8	A9	-1
20554	u,Грандис\0	a,	9C	E8	A9	-1
20555	u,Гигантский Гриб\0	a,	9C	E8	A9	-1
20556	u,Гигантский Монстроглаз\0	a,	9C	E8	A9	-1
20557	u,Жуткий Змей\0	a,	9C	E8	A9	-1
20558	u,Трухлявое Дерево\0	a,	9C	E8	A9	-1
20559	u,Гниющий Голем\0	a,	9C	E8	A9	-1
20560	u,Паук Трисалим\0	a,	9C	E8	A9	-1
20561	u,Тарантул Трисалим\0	a,	9C	E8	A9	-1
20562	u,Споровый Зомби\0	a,	9C	E8	A9	-1
20563	u,Манашен Горгулья\0	a,	9C	E8	A9	-1
20564	u,Зачарованный Монстроглаз\0	a,	9C	E8	A9	-1
20565	u,Зачарованный Каменный Голем\0	a,	9C	E8	A9	-1
20566	u,Зачарованный Железный Голем\0	a,	9C	E8	A9	-1
20567	u,Зачарованная Горгулья\0	a,	9C	E8	A9	-1
20568	u,Формор\0	a,	9C	E8	A9	-1
20569	u,Старший Формор\0	a,	9C	E8	A9	-1
20570	u,Людоед Тарлк\0	a,	9C	E8	A9	-1
20571	u,Воин Людоедов Тарлк\0	a,	9C	E8	A9	-1
20572	u,Главарь Людоедов Тарлк\0	a,	9C	E8	A9	-1
20573	u,Василиск Тарлк\0	a,	9C	E8	A9	-1
20574	u,Старший Василиск Тарлк\0	a,	9C	E8	A9	-1
20575	u,Воин Сфинксов\0	a,	9C	E8	A9	-1
20576	u,Шаман Сфинксов\0	a,	9C	E8	A9	-1
20577	u,Ящер Лито\0	a,	9C	E8	A9	-1
20578	u,Стрелок Ящеров Лито\0	a,	9C	E8	A9	-1
20579	u,Воитель Ящеров Лито\0	a,	9C	E8	A9	-1
20580	u,Воин Ящеров Лито\0	a,	9C	E8	A9	-1
20581	u,Шаман Ящеров Лито\0	a,	9C	E8	A9	-1
20582	u,Вождь Ящеров Лито\0	a,	9C	E8	A9	-1
20583	u,Орк Тимак\0	a,	9C	E8	A9	-1
20584	u,Стрелок Орков Тимак\0	a,	9C	E8	A9	-1
20585	u,Воитель Орков Тимак\0	a,	9C	E8	A9	-1
20586	u,Воин Орков Тимак\0	a,	9C	E8	A9	-1
20587	u,Шаман Орков Тимак\0	a,	9C	E8	A9	-1
20588	u,Владыка Орков Тимак\0	a,	9C	E8	A9	-1
20589	u,Мара\0	a,	9C	E8	A9	-1
20590	u,Утопленница\0	a,	9C	E8	A9	-1
20591	u,Древень Долины\0	a,	9C	E8	A9	-1
20592	u,Сатир\0	a,	9C	E8	A9	-1
20593	u,Единорог\0	a,	9C	E8	A9	-1
20594	u,Хранительница Леса\0	a,	9C	E8	A9	-1
20595	u,Старшая Мара\0	a,	9C	E8	A9	-1
20596	u,Старшая Утопленница\0	a,	9C	E8	A9	-1
20597	u,Мудрый Древень\0	a,	9C	E8	A9	-1
20598	u,Старший Сатир\0	a,	9C	E8	A9	-1
20599	u,Старший Единорог\0	a,	9C	E8	A9	-1
20600	u,Людоед Карул\0	a,	9C	E8	A9	-1
20601	u,Орк Тамлин\0	a,	9C	E8	A9	-1
20602	u,Стрелок Орков Тамлин\0	a,	9C	E8	A9	-1
20603	u,Паук Кронбе\0	a,	9C	E8	A9	-1
20604	u,Лакин\0	a,	9C	E8	A9	-1
20605	u,Астральный Дрейк\0	a,	9C	E8	A9	-1
20606	u,Кобольд Куран\0	a,	9C	E8	A9	-1
20607	u,Воин Кобольдов Куран\0	a,	9C	E8	A9	-1
20608	u,Костяной Стрелок\0	a,	9C	E8	A9	-1
20609	u,Саламандра Лакин\0	a,	9C	E8	A9	-1
20610	u,Блюститель Воды\0	a,	9C	E8	A9	-1
20611	u,Воин Дре Ванул\0	a,	9C	E8	A9	-1
20612	u,Саламандра Ровин\0	a,	9C	E8	A9	-1
20613	u,Ящер Лафи\0	a,	9C	E8	A9	-1
20614	u,Разведчик Ящеров Лафи\0	a,	9C	E8	A9	-1
20615	u,Призрачный Мечник\0	a,	9C	E8	A9	-1
20616	u,Ундина Лакин\0	a,	9C	E8	A9	-1
20617	u,Лик Воды Смотритель\0	a,	9C	E8	A9	-1
20618	u,Живучий Суккуб\0	a,	9C	E8	A9	-1
20619	u,Ундина Ровин\0	a,	9C	E8	A9	-1
20620	u,Пещерный Зверь\0	a,	9C	E8	A9	-1
20621	u,Волна Смерти\0	a,	9C	E8	A9	-1
20622	u,Солдат Малрука\0	a,	9C	E8	A9	-1
20623	u,Пландо\0	a,	9C	E8	A9	-1
20624	u,Пещерный Ревун\0	a,	9C	E8	A9	-1
20625	u,Рыцарь Малрука\0	a,	9C	E8	A9	-1
20626	u,Берсерк Малрука\0	a,	9C	E8	A9	-1
20627	u,Лорд Малрука\0	a,	9C	E8	A9	-1
20628	u,Лимал Каринесс\0	a,	9C	E8	A9	-1
20629	u,Карик\0	a,	9C	E8	A9	-1
20630	u,Орк Тайк\0	a,	9C	E8	A9	-1
20631	u,Стрелок Орков Тайк\0	a,	9C	E8	A9	-1
20632	u,Воин Орков Тайк\0	a,	9C	E8	A9	-1
20633	u,Шаман Орков Тайк\0	a,	9C	E8	A9	-1
20634	u,Главный Воин Орков Тайк\0	a,	9C	E8	A9	-1
20635	u,Каринкайн\0	a,	9C	E8	A9	-1
20636	u,Призрак Леса Зеркал\0	a,	9C	E8	A9	-1
20637	u,Призрак Леса Зеркал\0	a,	9C	E8	A9	-1
20638	u,Призрак Леса Зеркал\0	a,	9C	E8	A9	-1
20639	u,Зеркало\0	a,	9C	E8	A9	-1
20640	u,Ящер Харит\0	a,	9C	E8	A9	-1
20641	u,Воитель Ящеров Харит\0	a,	9C	E8	A9	-1
20642	u,Стрелок Ящеров Харит\0	a,	9C	E8	A9	-1
20643	u,Воин Ящеров Харит\0	a,	9C	E8	A9	-1
20644	u,Шаман Ящеров Харит\0	a,	9C	E8	A9	-1
20645	u,Вождь Ящеров Харит\0	a,	9C	E8	A9	-1
20646	u,Саблезуб\0	a,	9C	E8	A9	-1
20647	u,Око Хаоса\0	a,	9C	E8	A9	-1
20648	u,Палиот\0	a,	9C	E8	A9	-1
20649	u,Паук Зомби\0	a,	9C	E8	A9	-1
20650	u,Медведь Зомби\0	a,	9C	E8	A9	-1
20651	u,Гамлин\0	a,	9C	E8	A9	-1
20652	u,Леогул\0	a,	9C	E8	A9	-1
20653	u,Младший Гигант\0	a,	9C	E8	A9	-1
20654	u,Воитель Младших Гигантов\0	a,	9C	E8	A9	-1
20655	u,Стрелец Младших Гигантов\0	a,	9C	E8	A9	-1
20656	u,Постовой Младших Гигантов\0	a,	9C	E8	A9	-1
20657	u,Маг Младших Гигантов\0	a,	9C	E8	A9	-1
20658	u,Тетрарх Младших Гигантов\0	a,	9C	E8	A9	-1
20659	u,Скиталец Могил\0	a,	9C	E8	A9	-1
20660	u,Стрелок Алчности\0	a,	9C	E8	A9	-1
20661	u,Вор Крысолюдов Хатар\0	a,	9C	E8	A9	-1
20662	u,Предводитель Крысолюдов Хатар\0	a,	9C	E8	A9	-1
20663	u,Горгона Хатар\0	a,	9C	E8	A9	-1
20664	u,Око Ярости\0	a,	9C	E8	A9	-1
20665	u,Снабженец Орков Тайк\0	a,	9C	E8	A9	-1
20666	u,Смотритель Орков Тайк\0	a,	9C	E8	A9	-1
20667	u,Гниющий Медведь Зомби\0	a,	9C	E8	A9	-1
20668	u,Страж Могил\0	a,	9C	E8	A9	-1
20669	u,Офицер Снабжения Орков Тайк \0	a,	9C	E8	A9	-1
20670	u,Синий Дрейк\0	a,	9C	E8	A9	-1
20671	u,Хищная Личинка\0	a,	9C	E8	A9	-1
20672	u,Змей Кочевник\0	a,	9C	E8	A9	-1
20673	u,Фалибати\0	a,	9C	E8	A9	-1
20674	u,Рыцарь Судьбы\0	a,	9C	E8	A9	-1
20675	u,Тайрим\0	a,	9C	E8	A9	-1
20676	u,Болотный Вершитель Судеб\0	a,	9C	E8	A9	-1
20677	u,Крылатый Кровопийца\0	a,	9C	E8	A9	-1
20678	u,Каратель Нежити\0	a,	9C	E8	A9	-1
20679	u,Болотный Сталкер\0	a,	9C	E8	A9	-1
20680	u,Болотный Дрейк\0	a,	9C	E8	A9	-1
20681	u,Фавн Ванор\0	a,	9C	E8	A9	-1
20682	u,Воитель Фавнов Ванор\0	a,	9C	E8	A9	-1
20683	u,Разведчик Фавнов Ванор\0	a,	9C	E8	A9	-1
20684	u,Воин Фавнов Ванор\0	a,	9C	E8	A9	-1
20685	u,Шаман Фавнов Ванор\0	a,	9C	E8	A9	-1
20686	u,Вождь Фавнов Ванор\0	a,	9C	E8	A9	-1
20738	u,Кобольд Налетчик Бипук\0	a,	9C	E8	A9	-1
20739	u,Ручной Зверь Бипука\0	a,	9C	E8	A9	-1
20742	u,Мистический Ткач\0	a,	9C	E8	A9	-1
20743	u,Ревун\0	a,	9C	E8	A9	-1
20744	u,Красноглазый Кровопийца\0	a,	9C	E8	A9	-1
20745	u,Гигантиопс\0	a,	9C	E8	A9	-1
20746	u,Прихвостень Гигантиопса\0	a,	9C	E8	A9	-1
20747	u,Демонесса\0	a,	9C	E8	A9	-1
20748	u,Адепт Демонессы\0	a,	9C	E8	A9	-1
20749	u,Пламя Смерти\0	a,	9C	E8	A9	-1
20750	u,Огненный Рыцарь\0	a,	9C	E8	A9	-1
20751	u,Пума из Магмы\0	a,	9C	E8	A9	-1
20752	u,Миньон Пумы из Магмы\0	a,	9C	E8	A9	-1
20753	u,Монарх Тьмы\0	a,	9C	E8	A9	-1
20754	u,Рыцарь Тьмы\0	a,	9C	E8	A9	-1
20755	u,Командир Гноллов Латников\0	a,	9C	E8	A9	-1
20756	u,Снайпер Гноллов Латников\0	a,	9C	E8	A9	-1
20757	u,Бандит Гноллов Латников\0	a,	9C	E8	A9	-1
20758	u,Костяной Кошмар Главарь\0	a,	9C	E8	A9	-1
20759	u,Костяной Кошмар Воин\0	a,	9C	E8	A9	-1
20760	u,Костяной Кошмар Стрелок\0	a,	9C	E8	A9	-1
20761	u,Питан\0	a,	9C	E8	A9	-1
20762	u,Рыцарь Питан\0	a,	9C	E8	A9	-1
20763	u,Правитель Равнин\0	a,	9C	E8	A9	-1
20764	u,Маг Равнин\0	a,	9C	E8	A9	-1
20765	u,Воин Равнин\0	a,	9C	E8	A9	-1
20766	u,Стрелок Равнин\0	a,	9C	E8	A9	-1
20767	u,Главарь Банды Орков Тимак\0	a,	9C	E8	A9	-1
20768	u,Шаман Банды Орков Тимак\0	a,	9C	E8	A9	-1
20769	u,Воин Банды Орков Тимак\0	a,	9C	E8	A9	-1
20770	u,Стрелок Банды Орков Тимак\0	a,	9C	E8	A9	-1
20771	u,Бариф\0	a,	9C	E8	A9	-1
20772	u,Питомец Барифа\0	a,	9C	E8	A9	-1
20773	u,Лорд Зачарованных Летучих Мышей\0	a,	9C	E8	A9	-1
20774	u,Зачарованная Летучая Мышь\0	a,	9C	E8	A9	-1
20775	u,Людоед Налетчик\0	a,	9C	E8	A9	-1
20776	u,Темный Суккуб\0	a,	9C	E8	A9	-1
20777	u,Медведь Охотник\0	a,	9C	E8	A9	-1
20778	u,Владыка Орков Рагна\0	a,	9C	E8	A9	-1
20779	u,Провидец Орков Рагна\0	a,	9C	E8	A9	-1
20780	u,Преторианец Кровавого Топора\0	a,	9C	E8	A9	-1
20781	u,Шаман Ящеров Делу\0	a,	9C	E8	A9	-1
20782	u,Новобранец Гноллов\0	a,	9C	E8	A9	-1
20783	u,Грозный Волк\0	a,	9C	E8	A9	-1
20784	u,Ящер Тасаба\0	a,	9C	E8	A9	-1
20785	u,Шаман Ящеров Тасаба\0	a,	9C	E8	A9	-1
20786	u,Аспид\0	a,	9C	E8	A9	-1
20787	u,Юный Аспид\0	a,	9C	E8	A9	-1
20788	u,Мурлок\0	a,	9C	E8	A9	-1
20789	u,Крок\0	a,	9C	E8	A9	-1
20790	u,Кайман\0	a,	9C	E8	A9	-1
20791	u,Крок Воин\0	a,	9C	E8	A9	-1
20792	u,Крок Шаман\0	a,	9C	E8	A9	-1
20793	u,Рогач\0	a,	9C	E8	A9	-1
20794	u,Опасный Стакато\0	a,	9C	E8	A9	-1
20795	u,Рабочий Опасных Стакато\0	a,	9C	E8	A9	-1
20796	u,Воин Опасных Стакато\0	a,	9C	E8	A9	-1
20797	u,Трутень Опасных Стакато\0	a,	9C	E8	A9	-1
20798	u,Водный Гигант\0	a,	9C	E8	A9	-1
20799	u,Юная Ундина\0	a,	9C	E8	A9	-1
20800	u,Смотритель Евы\0	a,	9C	E8	A9	-1
20801	u,Пикинер Колибри\0	a,	9C	E8	A9	-1
20802	u,Мистик Колибри\0	a,	9C	E8	A9	-1
20803	u,Мастер Кукол\0	a,	9C	E8	A9	-1
20804	u,Юный Крок\0	a,	9C	E8	A9	-1
20805	u,Юный Кайман\0	a,	9C	E8	A9	-1
20806	u,Юный Крок Воин\0	a,	9C	E8	A9	-1
20807	u,Юный Крок Шаман\0	a,	9C	E8	A9	-1
20808	u,Юный Рогач\0	a,	9C	E8	A9	-1
20809	u,Призрак Башни\0	a,	9C	E8	A9	-1
20810	u,Смотритель Халлета\0	a,	9C	E8	A9	-1
20811	u,Жуткий Воин\0	a,	9C	E8	A9	-1
20812	u,Стрелок Отчаяния\0	a,	9C	E8	A9	-1
20813	u,Лик Смерти\0	a,	9C	E8	A9	-1
20814	u,Клинок Отчаяния\0	a,	9C	E8	A9	-1
20815	u,Гончая Халлета\0	a,	9C	E8	A9	-1
20816	u,Гвардеец Халлета\0	a,	9C	E8	A9	-1
20817	u,Порочный Мудрец\0	a,	9C	E8	A9	-1
20818	u,Воин Халлета\0	a,	9C	E8	A9	-1
20819	u,Стрелок Бездны\0	a,	9C	E8	A9	-1
20820	u,Рыцарь Халлета\0	a,	9C	E8	A9	-1
20821	u,Эйрин Эдэнс\0	a,	9C	E8	A9	-1
20822	u,Служанка Халлета\0	a,	9C	E8	A9	-1
20823	u,Воитель Платинового Клана\0	a,	9C	E8	A9	-1
20824	u,Командир Халлета\0	a,	9C	E8	A9	-1
20825	u,Инспектор Халлета\0	a,	9C	E8	A9	-1
20826	u,Стрелок Платинового Клана\0	a,	9C	E8	A9	-1
20827	u,Воин Платинового Клана\0	a,	9C	E8	A9	-1
20828	u,Шаман Платинового Клана\0	a,	9C	E8	A9	-1
20829	u,Владыка Платинового Клана\0	a,	9C	E8	A9	-1
20830	u,Ангел Хранитель\0	a,	9C	E8	A9	-1
20831	u,Ангел Печати\0	a,	9C	E8	A9	-1
20832	u,Пикинер Закена\0	a,	9C	E8	A9	-1
20833	u,Стрелок Закена\0	a,	9C	E8	A9	-1
20834	u,Мардиан\0	a,	9C	E8	A9	-1
20835	u,Смотритель Закена\0	a,	9C	E8	A9	-1
20836	u,Пират Зомби\0	a,	9C	E8	A9	-1
20837	u,Гниющий Огр\0	a,	9C	E8	A9	-1
20838	u,Кровавая Летучая Мышь\0	a,	9C	E8	A9	-1
20839	u,Скрипун\0	a,	9C	E8	A9	-1
20840	u,Парящая Смерть\0	a,	9C	E8	A9	-1
20841	u,Демон Лучник\0	a,	9C	E8	A9	-1
20842	u,Око Забвения\0	a,	9C	E8	A9	-1
20843	u,Гвардеец Закена\0	a,	9C	E8	A9	-1
20844	u,Каим Ванул\0	a,	9C	E8	A9	-1
20845	u,Капитан Пиратов Зомби\0	a,	9C	E8	A9	-1
20846	u,Кукла\0	a,	9C	E8	A9	-1
20847	u,Хозяин Долин\0	a,	9C	E8	A9	-1
20848	u,Несущий Свет\0	a,	9C	E8	A9	-1
20849	u,Светящаяся Медуза\0	a,	9C	E8	A9	-1
20850	u,Лорд Золотых Оленей\0	a,	9C	E8	A9	-1
20851	u,Колибри\0	a,	9C	E8	A9	-1
20852	u,Баньши\0	a,	9C	E8	A9	-1
20853	u,Псоглав\0	a,	9C	E8	A9	-1
20854	u,Псоглав Воин\0	a,	9C	E8	A9	-1
20855	u,Псоглав Стрелок\0	a,	9C	E8	A9	-1
20856	u,Псоглав Шаман\0	a,	9C	E8	A9	-1
20857	u,Псоглав Чемпион\0	a,	9C	E8	A9	-1
20858	u,Ангел\0	a,	9C	E8	A9	-1
20859	u,Ангел Хранитель\0	a,	9C	E8	A9	-1
20860	u,Ангел Печати\0	a,	9C	E8	A9	-1
20861	u,Чемпион Сфинксов\0	a,	9C	E8	A9	-1
20862	u,Лорд Смерти\0	a,	9C	E8	A9	-1
20919	u,Ящер Мэль\0	a,	9C	E8	A9	-1
20920	u,Разведчик Ящеров Мэль\0	a,	9C	E8	A9	-1
20921	u,Часовой Ящеров Мэль\0	a,	9C	E8	A9	-1
20922	u,Воин Ящеров Мэль\0	a,	9C	E8	A9	-1
20923	u,Шаман Ящеров Мэль\0	a,	9C	E8	A9	-1
20924	u,Вождь Ящеров Мэль\0	a,	9C	E8	A9	-1
20925	u,Гигантский Арахнид\0	a,	9C	E8	A9	-1
20926	u,Ядовитый Арахнид\0	a,	9C	E8	A9	-1
20927	u,Король Арахнидов\0	a,	9C	E8	A9	-1
20928	u,Астральная Пчела Хату\0	a,	9C	E8	A9	-1
20929	u,Жуткий Волк Хату\0	a,	9C	E8	A9	-1
20930	u,Бурый Медведь Хату\0	a,	9C	E8	A9	-1
20931	u,Ониксовый Зверь Хату\0	a,	9C	E8	A9	-1
20932	u,Багровый Медведь Хату\0	a,	9C	E8	A9	-1
20933	u,Вепрь Хату\0	a,	9C	E8	A9	-1
20934	u,Рабочая Оса\0	a,	9C	E8	A9	-1
20935	u,Оса Главарь\0	a,	9C	E8	A9	-1
20936	u,Фавн Танор\0	a,	9C	E8	A9	-1
20937	u,Воитель Фавнов Танор\0	a,	9C	E8	A9	-1
20938	u,Разведчик Фавнов Танор\0	a,	9C	E8	A9	-1
20939	u,Воин Фавнов Танор\0	a,	9C	E8	A9	-1
20940	u,Шаман Фавнов Танор\0	a,	9C	E8	A9	-1
20941	u,Вождь Фавнов Танор\0	a,	9C	E8	A9	-1
20942	u,Покровитель Ночных Кошмаров\0	a,	9C	E8	A9	-1
20943	u,Смотритель Ночных Кошмаров\0	a,	9C	E8	A9	-1
20944	u,Правитель Ночных Кошмаров\0	a,	9C	E8	A9	-1
20945	u,Краснолюд\0	a,	9C	E8	A9	-1
20946	u,Упырь\0	a,	9C	E8	A9	-1
20947	u,Нидхогр\0	a,	9C	E8	A9	-1
20948	u,Лик Ужаса\0	a,	9C	E8	A9	-1
20949	u,Люминус\0	a,	9C	E8	A9	-1
20950	u,Иннерсен\0	a,	9C	E8	A9	-1
20951	u,Служанка Побби\0	a,	9C	E8	A9	-1
20952	u,Эскорт Побби\0	a,	9C	E8	A9	-1
20953	u,Побби\0	a,	9C	E8	A9	-1
20954	u,Голодный Труп\0	a,	9C	E8	A9	-1
20955	u,Призрак Войны\0	a,	9C	E8	A9	-1
20956	u,Древний Рыцарь\0	a,	9C	E8	A9	-1
20957	u,Бесплотный Захватчик\0	a,	9C	E8	A9	-1
20958	u,Рука Смерти\0	a,	9C	E8	A9	-1
20959	u,Темный Хранитель\0	a,	9C	E8	A9	-1
20960	u,Кровавый Призрак\0	a,	9C	E8	A9	-1
20961	u,Кровавая Кукла\0	a,	9C	E8	A9	-1
20962	u,Кровавый Жрец\0	a,	9C	E8	A9	-1
20963	u,Кровавый Правитель\0	a,	9C	E8	A9	-1
20964	u,Громадный След\0	a,	9C	E8	A9	-1
20965	u,Осколок Иллюзии\0	a,	9C	E8	A9	-1
